name,email,phone,address,gender,qualification,experience_years,rating,fees_inr,success_rate,position,img_url,legal_issues
Eesha Bose,vanand@example.net,7201226054,"50/989, Krishnamurthy Path, Motihari-596424",female,LLB,34,4.68,2720,0.51,Legal Advisor,https://randomuser.me/api/portraits/women/40.jpg,rent_eviction|cyber_bullying
Januja Cheema,subramanianekavir@example.org,05656825364,"H.No. 24, Tandon Ganj, Tumkur 047291",female,LLB,30,4.18,13945,0.95,Legal Advisor,https://randomuser.me/api/portraits/women/96.jpg,property_dispute
Shravya Chatterjee,ryadav@example.com,+911387152826,"11/342, Rattan Marg, Mango-333449",other,PhD in Law,28,4.51,3219,0.91,Consultant,https://randomuser.me/api/portraits/women/96.jpg,labor_rights_violation
Ekalinga Sahota,sahaekalinga@example.org,+916542399645,"H.No. 922, Boase Nagar, Tirupati-358743",male,PhD in Law,34,3.83,15082,0.71,Senior Lawyer,https://randomuser.me/api/portraits/men/1.jpg,FIR_denial
Aarna Tak,waliaanamika@example.com,+911182087560,"09, Yohannan Marg, Burhanpur 515319",female,Advocate,31,4.75,18315,0.68,Partner,https://randomuser.me/api/portraits/women/28.jpg,cyber_crime|dowry
Varsha Gupta,chakradharchandra@example.net,+913593895226,"H.No. 68, Maharaj Path, Berhampur 101224",other,LLB,8,4.59,18305,0.62,Partner,https://randomuser.me/api/portraits/women/31.jpg,FIR_denial|labor_rights_violation
Tristan Sahni,inayagoswami@example.net,00298835305,"790, Dasgupta Street, Dehri-500332",male,LLB,30,4.2,17785,0.91,Associate Lawyer,https://randomuser.me/api/portraits/men/65.jpg,labor_rights_violation|consumer_rights|cyber_crime
Yashvi Parekh,duttalaban@example.com,07998190870,"554, Lanka Circle, Dhanbad 300196",other,Advocate,28,3.87,10005,0.83,Legal Advisor,https://randomuser.me/api/portraits/women/69.jpg,workplace_discrimination|consumer_rights
Sathvik Kaul,zehaan34@example.org,+919676030436,"H.No. 36, Radhakrishnan Circle, Bellary-774296",male,Senior Advocate,23,4.66,8750,0.8,Associate Lawyer,https://randomuser.me/api/portraits/men/29.jpg,bribery_corruption|child_custody|cyber_bullying
Abhiram Aurora,fanne@example.net,+910414921884,"H.No. 884, Chatterjee, Bhatpara-572123",male,LLM,9,3.39,15098,0.93,Partner,https://randomuser.me/api/portraits/men/24.jpg,consumer_rights|domestic_violence
Isaiah Sarkar,abeer65@example.com,+918446049287,"44, Pau Circle, Ambala-591036",male,Advocate,9,3.34,18736,0.53,Partner,https://randomuser.me/api/portraits/men/1.jpg,labor_rights_violation|FIR_denial
Jagdish Mani,xkar@example.net,07366376242,"71, Dani Street, Katni 509620",other,LLM,35,4.57,1030,0.68,Senior Lawyer,https://randomuser.me/api/portraits/women/1.jpg,child_custody|domestic_violence|cyber_crime
Neha Misra,esundaram@example.org,+912385813071,"53/423, Deol, New Delhi-645024",other,LLB,31,3.08,7304,0.91,Senior Lawyer,https://randomuser.me/api/portraits/women/63.jpg,rent_eviction|consumer_rights|harassment
Warda Shah,tanvishroff@example.org,+918433606977,"45, Morar Marg, Phusro-689315",other,LLM,15,3.44,7664,0.86,Associate Lawyer,https://randomuser.me/api/portraits/women/13.jpg,bribery_corruption|harassment|rent_eviction
Raksha Bakshi,wsahni@example.com,03210071939,"40, Gokhale, Anantapur-363529",other,Advocate,14,3.55,3340,0.75,Partner,https://randomuser.me/api/portraits/women/88.jpg,dowry
Warhi Vohra,rachanakaran@example.com,+916106150195,"H.No. 65, Butala Road, Ahmednagar-830345",other,LLB,28,4.94,17921,0.89,Legal Advisor,https://randomuser.me/api/portraits/women/85.jpg,consumer_rights|cyber_bullying|child_custody
Xiti Buch,dayalvaishnavi@example.net,01859850869,"06, Srinivasan Zila, Hindupur 519535",female,Advocate,29,3.07,8076,0.57,Consultant,https://randomuser.me/api/portraits/women/78.jpg,cyber_crime|domestic_violence
Manya Parsa,noriaarush@example.com,06121302953,"420, Sahni Street, Khora  302384",female,Senior Advocate,17,3.16,5233,0.8,Senior Lawyer,https://randomuser.me/api/portraits/women/55.jpg,FIR_denial|harassment
Harsh Chadha,jonathanhora@example.net,09029061100,"H.No. 69, Sarna Nagar, Shimoga 465518",female,LLB,3,3.97,5849,0.72,Senior Lawyer,https://randomuser.me/api/portraits/women/24.jpg,cyber_crime|domestic_violence
Eiravati Loke,pranavgoyal@example.com,4963970253,"41, Ganguly Road, Raebareli 822905",female,LLM,15,4.99,12642,0.94,Partner,https://randomuser.me/api/portraits/women/34.jpg,domestic_violence|FIR_denial|harassment
Anthony Chakrabarti,zaid76@example.org,+919611614042,"410, Kara Street, Jamalpur 040180",other,Senior Advocate,7,3.65,12811,0.62,Legal Advisor,https://randomuser.me/api/portraits/women/71.jpg,harassment|labor_rights_violation|FIR_denial
Yashodhara Badami,balveer47@example.net,7450284456,"H.No. 78, Dugar Nagar, Nandyal-992804",male,LLM,40,4.19,5417,0.94,Legal Advisor,https://randomuser.me/api/portraits/men/60.jpg,cyber_crime
Odika Zacharia,mohanveer@example.net,+919275560449,"19/638, Balay Nagar, Dhanbad 357071",male,LLM,32,3.29,12935,0.82,Consultant,https://randomuser.me/api/portraits/men/74.jpg,workplace_discrimination|domestic_violence
Victor Garde,udhaliwal@example.org,+916137269607,"H.No. 88, Hegde Ganj, Srinagar 091023",male,LLM,6,4.81,18698,0.52,Associate Lawyer,https://randomuser.me/api/portraits/men/98.jpg,domestic_violence|dowry
Udyati Mani,keerdaksha@example.net,+918209543740,"H.No. 56, Badal Ganj, Mumbai-734135",male,Senior Advocate,14,3.18,8967,0.69,Consultant,https://randomuser.me/api/portraits/men/84.jpg,workplace_discrimination|cyber_bullying|child_custody
Osha Dutta,ekantikamajumdar@example.com,01611443776,"H.No. 03, Sundaram Marg, Chapra 547168",female,LLB,10,4.94,4811,0.53,Partner,https://randomuser.me/api/portraits/women/86.jpg,cyber_crime|domestic_violence
Falak Chauhan,pranav94@example.com,07376224171,"H.No. 332, Ranganathan Road, Udaipur 528409",male,PhD in Law,20,3.79,18503,0.78,Partner,https://randomuser.me/api/portraits/men/27.jpg,labor_rights_violation
Atharv Pandit,zarora@example.net,+918939903538,"47/06, Rama, Sonipat-708520",male,LLB,28,3.33,12749,0.68,Partner,https://randomuser.me/api/portraits/men/13.jpg,cyber_crime|workplace_discrimination|domestic_violence
Tejas Minhas,qabilnadig@example.net,05524999592,"H.No. 847, Venkatesh, Karnal 998908",female,Senior Advocate,21,4.01,9688,0.9,Associate Lawyer,https://randomuser.me/api/portraits/women/24.jpg,rent_eviction|property_dispute
Rajeshri Jha,ekalinga46@example.com,06418774129,"99/181, Sanghvi Marg, Tadipatri-054976",male,LLM,13,3.44,11118,0.75,Consultant,https://randomuser.me/api/portraits/men/72.jpg,bribery_corruption
Sathvik Loyal,dayita95@example.org,+916452023358,"26, Parsa Marg, Siliguri-385352",female,Advocate,39,4.23,5209,0.51,Legal Advisor,https://randomuser.me/api/portraits/women/22.jpg,harassment|rent_eviction|FIR_denial
Ira Saini,ikale@example.net,+917541475917,"47, Baral Zila, Rewa-424751",female,Advocate,25,3.66,19600,0.87,Consultant,https://randomuser.me/api/portraits/women/90.jpg,cyber_crime|FIR_denial
Charvi Dhillon,upkaarrajan@example.net,3806781119,"H.No. 53, Sehgal, Nashik-298524",other,Senior Advocate,1,4.56,17061,0.65,Senior Lawyer,https://randomuser.me/api/portraits/women/76.jpg,FIR_denial|dowry|workplace_discrimination
Praneel Dugal,anvikannan@example.org,6218457115,"56/62, Ram Path, Davanagere 495034",male,PhD in Law,17,4.64,5837,0.77,Consultant,https://randomuser.me/api/portraits/men/69.jpg,workplace_discrimination
Girish Minhas,ishwar23@example.org,04983181706,"H.No. 075, Chand Zila, Cuttack 331717",female,Senior Advocate,30,4.08,12782,0.53,Senior Lawyer,https://randomuser.me/api/portraits/women/65.jpg,domestic_violence|consumer_rights
Nidra Ben,pallalakshmi@example.com,01882061928,"H.No. 93, Goda Circle, Ghaziabad-977753",female,PhD in Law,17,3.33,7277,0.66,Senior Lawyer,https://randomuser.me/api/portraits/women/4.jpg,cyber_bullying|workplace_discrimination
Omkaar Tata,krishnaarya@example.net,+910679716633,"H.No. 727, Kar Chowk, Machilipatnam-377743",other,Senior Advocate,1,4.01,3545,0.95,Partner,https://randomuser.me/api/portraits/women/25.jpg,FIR_denial
Alka Agrawal,david91@example.net,9328462559,"H.No. 81, More Path, Anand 404912",female,Senior Advocate,24,3.06,11623,0.66,Partner,https://randomuser.me/api/portraits/women/48.jpg,property_dispute
Idika Sem,andranidhi@example.org,+918883671485,"H.No. 836, Chatterjee Chowk, Motihari-163337",male,PhD in Law,24,4.92,7692,0.88,Consultant,https://randomuser.me/api/portraits/men/40.jpg,consumer_rights
Jeremiah Mistry,hjohal@example.org,+911112197644,"75, Chauhan, Mirzapur-934271",other,Advocate,31,4.49,2864,0.6,Associate Lawyer,https://randomuser.me/api/portraits/women/73.jpg,consumer_rights
Anika Trivedi,nranganathan@example.net,8309061618,"53/734, Rana Chowk, Srikakulam-251596",female,PhD in Law,8,4.17,13975,0.52,Associate Lawyer,https://randomuser.me/api/portraits/women/8.jpg,bribery_corruption|dowry
Krishna Mittal,sinhakrishna@example.com,8406067986,"H.No. 62, Dasgupta Circle, Muzaffarnagar 121932",female,Senior Advocate,8,3.85,11574,0.75,Consultant,https://randomuser.me/api/portraits/women/82.jpg,consumer_rights|child_custody
David Maharaj,sanghajagvi@example.net,07494958209,"97/80, Krishnamurthy Street, Ahmednagar 434549",female,Senior Advocate,27,3.1,9118,0.91,Legal Advisor,https://randomuser.me/api/portraits/women/71.jpg,workplace_discrimination|property_dispute|rent_eviction
Dominic Pandey,matthew40@example.org,+917915545976,"H.No. 879, Lala Street, Hajipur-573860",male,PhD in Law,29,4.24,16133,0.82,Partner,https://randomuser.me/api/portraits/men/24.jpg,workplace_discrimination|FIR_denial|cyber_bullying
Balhaar Chad,harish09@example.com,6112497229,"H.No. 29, Hari Road, Mahbubnagar 220877",female,LLB,20,3.91,19968,0.8,Partner,https://randomuser.me/api/portraits/women/54.jpg,domestic_violence
Ansh Solanki,ubikarai@example.net,+917290585312,"H.No. 35, Yadav Chowk, Ambattur 024741",male,Senior Advocate,27,4.66,13164,0.62,Partner,https://randomuser.me/api/portraits/men/80.jpg,consumer_rights
Oviya Issac,gopal87@example.com,+917369349664,"669, Solanki Path, Hindupur-954301",female,PhD in Law,2,4.75,11945,0.73,Partner,https://randomuser.me/api/portraits/women/26.jpg,child_custody
Upasna Bakshi,kandawishi@example.net,+917620453455,"822, Narain Circle, Satara 212860",male,PhD in Law,15,3.23,16232,0.92,Partner,https://randomuser.me/api/portraits/men/1.jpg,consumer_rights
Faqid Shukla,pmitter@example.net,+913942338607,"12/39, Golla Street, Gangtok-486148",male,Advocate,25,3.62,16614,0.87,Consultant,https://randomuser.me/api/portraits/men/86.jpg,domestic_violence
Chaitanya Ravi,ishitahans@example.org,8220283701,"70/66, Dar Road, Aurangabad-389225",male,PhD in Law,27,4.14,5396,0.77,Associate Lawyer,https://randomuser.me/api/portraits/men/28.jpg,domestic_violence|rent_eviction|bribery_corruption
Janya Karnik,ladlipingle@example.org,9705532793,"12, Lad Path, Alwar-946582",male,PhD in Law,14,3.42,19286,0.81,Legal Advisor,https://randomuser.me/api/portraits/men/12.jpg,bribery_corruption|workplace_discrimination|consumer_rights
Zashil Garg,dayamaikapadia@example.net,+917697144588,"H.No. 02, Wadhwa Circle, Etawah-784156",male,PhD in Law,16,4.76,7266,0.9,Partner,https://randomuser.me/api/portraits/men/95.jpg,workplace_discrimination
Falak Kalita,ekapadkothari@example.org,+917527673197,"016, Guha Street, Udupi 558095",female,PhD in Law,40,3.65,19317,0.97,Partner,https://randomuser.me/api/portraits/women/91.jpg,property_dispute|FIR_denial
Dalaja Bedi,sarthakdara@example.net,+918885649684,"66/04, Hayer, Nangloi Jat-965363",male,Advocate,37,4.79,13160,0.68,Partner,https://randomuser.me/api/portraits/men/88.jpg,bribery_corruption
Guneet Prasad,cparmer@example.net,9058602083,"23, Reddy Chowk, Ichalkaranji 460581",male,LLB,17,3.31,18803,0.85,Legal Advisor,https://randomuser.me/api/portraits/men/11.jpg,rent_eviction|cyber_crime|workplace_discrimination
Nirja Barad,kmishra@example.net,3098196522,"H.No. 063, Saha Ganj, Bangalore-234386",female,LLM,19,4.97,18699,0.86,Consultant,https://randomuser.me/api/portraits/women/35.jpg,labor_rights_violation|harassment|bribery_corruption
Ansh Bawa,damini95@example.org,07150892695,"H.No. 95, Bhatia Marg, Bhilai-401178",male,LLM,36,3.51,1067,0.76,Legal Advisor,https://randomuser.me/api/portraits/men/26.jpg,workplace_discrimination
Tanay Bail,bsama@example.org,+919870438473,"H.No. 61, Reddy Road, Panvel-034765",female,PhD in Law,39,4.44,2490,0.99,Associate Lawyer,https://randomuser.me/api/portraits/women/42.jpg,rent_eviction|bribery_corruption|cyber_bullying
Ekaja Arora,fjoshi@example.net,8220045280,"08, Kale Nagar, Aurangabad 797127",other,PhD in Law,11,4.62,12356,0.62,Legal Advisor,https://randomuser.me/api/portraits/women/36.jpg,domestic_violence
Ladli Gandhi,bnaidu@example.net,7211762049,"H.No. 11, Sandal Nagar, Narasaraopet-295582",female,PhD in Law,39,4.54,9653,0.87,Associate Lawyer,https://randomuser.me/api/portraits/women/65.jpg,rent_eviction|bribery_corruption|cyber_crime
Indali Batra,andrew42@example.net,09087702923,"59/22, Deol Path, Durg 790850",male,LLB,23,3.28,18611,0.59,Partner,https://randomuser.me/api/portraits/men/54.jpg,FIR_denial|bribery_corruption|rent_eviction
Jackson Sawhney,bimalakhatri@example.org,5575953973,"63/25, Suresh Marg, Tinsukia 578496",other,PhD in Law,9,3.1,19524,0.67,Legal Advisor,https://randomuser.me/api/portraits/women/81.jpg,cyber_crime
Manan Oza,ekapadmodi@example.com,02879409608,"06/65, Chada, Raiganj-880427",other,Advocate,25,4.91,10512,0.58,Partner,https://randomuser.me/api/portraits/women/19.jpg,cyber_bullying|consumer_rights|bribery_corruption
Theodore Mammen,wwali@example.org,9519525404,"H.No. 45, Bhargava Circle, Kollam-323732",female,LLM,9,3.05,13850,0.82,Associate Lawyer,https://randomuser.me/api/portraits/women/7.jpg,dowry|consumer_rights
Kamya Pal,manthan13@example.com,02895935713,"50, Shetty Nagar, Ahmedabad 580226",female,LLB,25,4.74,10533,0.96,Partner,https://randomuser.me/api/portraits/women/42.jpg,cyber_crime
Yashica Balay,revarege@example.com,06583906350,"574, Prabhakar Chowk, Junagadh 252666",male,Senior Advocate,26,4.64,17776,0.63,Partner,https://randomuser.me/api/portraits/men/73.jpg,property_dispute
Aditya Chad,borraluke@example.com,0830199532,"350, Chana Chowk, Nizamabad-365758",other,LLM,17,3.55,17574,0.88,Consultant,https://randomuser.me/api/portraits/women/11.jpg,dowry
Chanchal Bedi,kevinnagy@example.com,6088709899,"22/89, Dubey Zila, Hindupur 499874",male,Senior Advocate,10,4.18,4306,0.52,Senior Lawyer,https://randomuser.me/api/portraits/men/31.jpg,domestic_violence|bribery_corruption
Luke Munshi,shankeromisha@example.org,+915880807691,"H.No. 435, Sampath Nagar, Machilipatnam-136835",female,Advocate,25,3.62,4283,0.64,Senior Lawyer,https://randomuser.me/api/portraits/women/44.jpg,rent_eviction|child_custody
Chandani Kalita,wazirsur@example.org,08467145722,"78, Khatri Road, Bangalore 403823",male,LLM,34,4.76,13163,0.82,Consultant,https://randomuser.me/api/portraits/men/8.jpg,workplace_discrimination
Gaurangi Ramanathan,vedant25@example.org,04130156200,"481, Dora Zila, Ozhukarai-016857",female,LLB,18,4.17,10380,0.61,Partner,https://randomuser.me/api/portraits/women/2.jpg,rent_eviction
Omisha Majumdar,nidhi50@example.org,+919798968087,"712, Shan Road, Vasai-Virar-931840",female,LLB,19,4.93,2211,0.94,Legal Advisor,https://randomuser.me/api/portraits/women/88.jpg,workplace_discrimination
Falan Narayanan,eiravati75@example.net,7766031464,"H.No. 79, Gokhale Zila, Haldia 985448",female,Advocate,9,4.76,2612,0.5,Partner,https://randomuser.me/api/portraits/women/1.jpg,workplace_discrimination|consumer_rights|cyber_crime
Pooja Mangal,tristan09@example.net,+916273470923,"H.No. 913, Nair Circle, Maheshtala-721900",male,Senior Advocate,1,3.0,10487,0.56,Senior Lawyer,https://randomuser.me/api/portraits/men/13.jpg,labor_rights_violation|property_dispute
Oeshi Mann,mamble@example.org,4135677544,"H.No. 697, Bahl Marg, Jalandhar 940879",female,LLB,1,3.12,19493,0.78,Partner,https://randomuser.me/api/portraits/women/99.jpg,cyber_crime|rent_eviction|child_custody
Aryan Palan,balvan24@example.net,2562277086,"67/941, Tailor Street, Pali-924147",female,Advocate,23,3.11,5324,0.72,Partner,https://randomuser.me/api/portraits/women/94.jpg,workplace_discrimination|property_dispute
Aditya Walla,vasudha63@example.org,7833288148,"78/307, Patil Path, Thoothukudi-884876",female,PhD in Law,16,3.56,9249,0.91,Associate Lawyer,https://randomuser.me/api/portraits/women/63.jpg,cyber_bullying|rent_eviction
Vincent Karan,rehaanarya@example.net,03375015544,"H.No. 845, Kohli Street, Ghaziabad 313729",other,LLB,24,3.18,3946,0.77,Senior Lawyer,https://randomuser.me/api/portraits/women/91.jpg,bribery_corruption|property_dispute
Pallavi Dyal,nvasa@example.net,+912881529298,"H.No. 62, Buch Zila, Giridih-693608",male,LLB,6,3.71,3719,0.7,Associate Lawyer,https://randomuser.me/api/portraits/men/66.jpg,consumer_rights
Girish Lanka,dpalan@example.com,06356518558,"148, Chana Ganj, Morena-759070",male,LLB,20,4.93,2343,0.83,Associate Lawyer,https://randomuser.me/api/portraits/men/51.jpg,harassment
Meghana Kara,owendoshi@example.org,9012872851,"672, Garde Ganj, Adoni 839985",other,Senior Advocate,16,4.24,12046,0.54,Senior Lawyer,https://randomuser.me/api/portraits/women/60.jpg,child_custody|cyber_bullying
Patrick Purohit,avni91@example.net,0779789940,"99/45, Badami Chowk, Thrissur 968936",female,Senior Advocate,11,4.74,2907,0.94,Senior Lawyer,https://randomuser.me/api/portraits/women/51.jpg,labor_rights_violation|workplace_discrimination
Lajita Contractor,prabhakarvedant@example.org,+919435301475,"47/907, Saha Road, Jalgaon 198521",male,Advocate,9,4.39,12179,0.51,Partner,https://randomuser.me/api/portraits/men/92.jpg,child_custody|domestic_violence|dowry
Zarna Warrior,karandhruv@example.com,01196905813,"H.No. 82, Apte Zila, Bhilai 729071",male,Advocate,31,3.63,18211,0.55,Partner,https://randomuser.me/api/portraits/men/40.jpg,harassment|FIR_denial
Chakradev Biswas,lapte@example.com,+917860895200,"12/046, Wason Zila, Khandwa-281622",other,LLM,29,3.98,17573,0.81,Consultant,https://randomuser.me/api/portraits/women/78.jpg,child_custody
Aahana Deol,xalakrandhawa@example.net,+917972372847,"60, Prabhu Circle, Bally 652284",male,Advocate,5,4.16,7243,0.98,Senior Lawyer,https://randomuser.me/api/portraits/men/18.jpg,consumer_rights|dowry
Krisha Rajagopal,quincymore@example.org,5185421053,"950, Gill Street, Kirari Suleman Nagar-295794",other,Advocate,39,4.46,3137,0.95,Legal Advisor,https://randomuser.me/api/portraits/women/73.jpg,labor_rights_violation|rent_eviction|FIR_denial
Ekavir Ganguly,chandrandiya@example.net,06981945870,"947, Deshmukh Street, Jodhpur-858365",other,Advocate,12,3.83,18621,0.72,Associate Lawyer,https://randomuser.me/api/portraits/women/69.jpg,cyber_crime
Bina Dube,yashraju@example.net,07640878321,"443, Bava Circle, Naihati 830582",female,LLM,9,3.02,15970,0.66,Partner,https://randomuser.me/api/portraits/women/25.jpg,cyber_bullying|property_dispute
